StartTime,saddr,sport,dir,daddr,dport,proto,state,dur,tot_pkts,tot_bytes,src_bytes,flags,Label,is_malicious
1628596900.9688349,192.168.1.105,57053,->,10.0.0.9,80,udp,CON,0.02460251071604734,8,977,274,SA,Normal,0
1628596838.333549,192.168.1.105,64933,->,10.0.0.2,443,tcp,CON,0.5161865470979772,14,2882,646,SA,Normal,0
1628596930.7514658,192.168.1.105,61688,->,10.0.0.6,80,tcp,CON,0.26254006564958987,10,2528,332,SA,Normal,0
1628596943.3649197,192.168.1.105,49289,->,10.0.0.8,80,tcp,CON,0.1593677271756979,11,468,745,SA,Normal,0
1628596911.7450233,192.168.1.105,54721,->,10.0.0.3,53,udp,CON,0.07850921203350356,14,2335,1099,SA,Normal,0
1628596832.7384152,192.168.1.105,59063,->,10.0.0.9,53,tcp,CON,0.37204660879357826,5,460,833,SA,Normal,0
1628596840.292832,192.168.1.105,57108,->,10.0.0.5,443,udp,CON,0.10740590874155397,8,2680,723,SA,Normal,0
1628596837.1400692,192.168.1.105,51745,->,10.0.0.1,443,tcp,CON,0.2039963944949726,13,2696,246,SA,Normal,0
1628596913.0220702,192.168.1.105,59630,->,10.0.0.8,443,udp,CON,0.24683393940157777,4,1449,1003,SA,Normal,0
1628596945.1162302,192.168.1.105,62064,->,10.0.0.3,80,tcp,CON,0.394572240787722,11,1125,725,SA,Normal,0
1628596911.2858589,192.168.1.105,57302,->,10.0.0.8,443,tcp,CON,0.02868647616073923,11,1282,1230,SA,Normal,0
1628596923.689791,192.168.1.105,50070,->,10.0.0.2,443,tcp,CON,0.2630549074329548,12,2054,684,SA,Normal,0
1628596832.811098,192.168.1.105,50214,->,10.0.0.9,80,udp,CON,0.20837461511599134,12,2592,1435,SA,Normal,0
1628596885.3145895,192.168.1.105,56713,->,10.0.0.3,80,tcp,CON,0.055466047258727925,9,2481,822,SA,Normal,0
1628596934.1791053,192.168.1.105,64880,->,10.0.0.3,443,udp,CON,0.23555741273731173,13,2161,514,SA,Normal,0
1628596977.5727448,192.168.1.105,52964,->,10.0.0.9,80,udp,CON,0.13766087912883954,9,1926,823,SA,Normal,0
1628596828.9226472,192.168.1.105,56138,->,10.0.0.8,53,tcp,CON,0.03650816681241397,11,628,747,SA,Normal,0
1628596979.5059962,192.168.1.105,49157,->,10.0.0.2,53,tcp,CON,0.8593315170180897,4,2029,703,SA,Normal,0
1628596930.1212974,192.168.1.105,64061,->,10.0.0.9,443,tcp,CON,0.43386378072929327,6,2620,525,SA,Normal,0
1628596974.238932,192.168.1.105,64323,->,10.0.0.3,80,tcp,CON,0.38734113299124173,4,2537,853,SA,Normal,0
1628596851.9534996,192.168.1.105,50980,->,10.0.0.4,80,tcp,CON,0.036607325728560666,5,2439,209,SA,Normal,0
1628596898.7485611,192.168.1.105,59017,->,10.0.0.2,80,tcp,CON,0.05598534224900971,8,2776,984,SA,Normal,0
1628596821.0052915,192.168.1.105,60302,->,10.0.0.8,443,tcp,CON,0.22452165085198741,4,2004,517,SA,Normal,0
1628596934.2754147,192.168.1.105,59313,->,10.0.0.5,53,tcp,CON,0.10997790485039884,6,2960,1117,SA,Normal,0
1628596808.6570358,192.168.1.105,54620,->,10.0.0.8,53,tcp,CON,0.12258988653351147,6,1124,1388,SA,Normal,0
1628596946.6234496,192.168.1.105,56698,->,10.0.0.4,80,tcp,CON,0.25915637484872245,11,2263,815,SA,Normal,0
1628596867.8499973,192.168.1.105,61106,->,10.0.0.6,80,tcp,CON,0.359301407847798,12,2592,1448,SA,Normal,0
1628597050.46678,192.168.1.105,53185,->,10.0.0.14,821,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597143.16498,192.168.1.105,53170,->,10.0.0.39,947,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597057.6750658,192.168.1.105,59970,->,10.0.0.7,179,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597040.2830107,192.168.1.105,54719,->,10.0.0.15,623,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597091.613096,192.168.1.105,59379,->,10.0.0.30,231,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597083.167153,192.168.1.105,51356,->,10.0.0.38,441,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597036.1099722,192.168.1.105,64484,->,10.0.0.27,951,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597005.7630374,192.168.1.105,51395,->,10.0.0.22,834,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597117.2425635,192.168.1.105,63098,->,10.0.0.10,865,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596998.5248854,192.168.1.105,55180,->,10.0.0.31,815,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597132.3614125,192.168.1.105,55511,->,10.0.0.15,157,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597077.1749146,192.168.1.105,60572,->,10.0.0.47,324,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597110.0054624,192.168.1.105,53377,->,10.0.0.27,95,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597087.7196863,192.168.1.105,59299,->,10.0.0.36,794,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597025.3238306,192.168.1.105,51268,->,10.0.0.20,11,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597152.633463,192.168.1.105,60263,->,10.0.0.38,134,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597052.153255,192.168.1.105,49966,->,10.0.0.26,302,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597090.6910474,192.168.1.105,59609,->,10.0.0.13,616,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597071.0599623,192.168.1.105,50136,->,10.0.0.33,623,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597110.6972055,192.168.1.105,60074,->,10.0.0.12,1004,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597081.723973,192.168.1.105,62787,->,10.0.0.5,888,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596984.144069,192.168.1.105,49278,->,10.0.0.42,1009,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597083.7319047,192.168.1.105,60793,->,10.0.0.9,1014,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596993.9177918,192.168.1.105,60877,->,10.0.0.40,297,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597146.6023324,192.168.1.105,62870,->,10.0.0.1,814,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597022.4630861,192.168.1.105,52569,->,10.0.0.46,420,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597002.4392827,192.168.1.105,52024,->,10.0.0.1,831,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597036.0599675,192.168.1.105,55666,->,10.0.0.40,911,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597051.8204868,192.168.1.105,56264,->,10.0.0.9,202,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597124.5136209,192.168.1.105,53364,->,10.0.0.26,937,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597000.568114,192.168.1.105,63731,->,10.0.0.25,602,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597145.5740108,192.168.1.105,57729,->,10.0.0.7,210,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597066.550656,192.168.1.105,55642,->,10.0.0.17,640,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597020.428868,192.168.1.105,54123,->,10.0.0.24,25,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597069.7061992,192.168.1.105,62149,->,10.0.0.24,161,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597045.230902,192.168.1.105,61502,->,10.0.0.43,662,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597019.6174986,192.168.1.105,65393,->,10.0.0.21,49,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597012.046474,192.168.1.105,62547,->,10.0.0.41,689,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597080.3149664,192.168.1.105,57685,->,10.0.0.28,63,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597159.4373653,192.168.1.105,55856,->,10.0.0.7,769,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597035.7886467,192.168.1.105,58333,->,10.0.0.23,435,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597017.7830067,192.168.1.105,58066,->,10.0.0.32,670,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597014.3237898,192.168.1.105,53676,->,10.0.0.29,286,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597130.5816665,192.168.1.105,56338,->,10.0.0.18,769,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597119.594971,192.168.1.105,64686,->,10.0.0.2,502,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597059.3372943,192.168.1.105,59505,->,10.0.0.30,678,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597117.7641306,192.168.1.105,65155,->,10.0.0.1,264,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597135.1214118,192.168.1.105,57190,->,10.0.0.3,800,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597029.014334,192.168.1.105,65490,->,10.0.0.46,162,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597053.5721507,192.168.1.105,63574,->,10.0.0.28,800,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597108.8750012,192.168.1.105,64860,->,10.0.0.8,833,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597079.3100672,192.168.1.105,55106,->,10.0.0.24,983,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597100.9406939,192.168.1.105,65532,->,10.0.0.8,54,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597041.0688243,192.168.1.105,52452,->,10.0.0.3,51,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597097.4942994,192.168.1.105,52206,->,10.0.0.8,418,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597124.9566941,192.168.1.105,54359,->,10.0.0.14,288,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597134.0253642,192.168.1.105,51690,->,10.0.0.16,452,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597149.9937506,192.168.1.105,61621,->,10.0.0.21,910,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597032.7665915,192.168.1.105,50095,->,10.0.0.18,7,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597093.9833395,192.168.1.105,65184,->,10.0.0.23,85,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596984.7757967,192.168.1.105,52604,->,10.0.0.19,548,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597095.7266014,192.168.1.105,53329,->,10.0.0.2,897,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597127.139841,192.168.1.105,55187,->,10.0.0.11,746,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597128.5193198,192.168.1.105,62146,->,10.0.0.23,119,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597028.2514553,192.168.1.105,63748,->,10.0.0.37,934,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597119.290214,192.168.1.105,62344,->,10.0.0.34,53,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597033.0038366,192.168.1.105,54771,->,10.0.0.22,364,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597005.2203717,192.168.1.105,60105,->,10.0.0.30,632,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597157.3661163,192.168.1.105,65238,->,10.0.0.32,721,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597067.260106,192.168.1.105,60624,->,10.0.0.14,521,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597077.4941587,192.168.1.105,57580,->,10.0.0.25,359,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597019.2441595,192.168.1.105,50453,->,10.0.0.43,494,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597157.1923926,192.168.1.105,57785,->,10.0.0.29,109,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597104.4199343,192.168.1.105,58148,->,10.0.0.11,838,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597144.573785,192.168.1.105,61268,->,10.0.0.42,356,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597069.6563356,192.168.1.105,59425,->,10.0.0.17,677,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597097.2556698,192.168.1.105,62841,->,10.0.0.12,599,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596999.1841714,192.168.1.105,49493,->,10.0.0.21,27,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597142.0033555,192.168.1.105,49797,->,10.0.0.27,168,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597025.1315188,192.168.1.105,63212,->,10.0.0.7,906,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597144.5941503,192.168.1.105,52121,->,10.0.0.21,476,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597118.7640479,192.168.1.105,52781,->,10.0.0.2,1020,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597152.552892,192.168.1.105,61120,->,10.0.0.36,371,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597024.1628397,192.168.1.105,57492,->,10.0.0.11,296,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597058.6948113,192.168.1.105,55971,->,10.0.0.49,187,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597033.4819088,192.168.1.105,58594,->,10.0.0.34,55,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597099.4608097,192.168.1.105,54005,->,10.0.0.22,69,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597067.0758896,192.168.1.105,59129,->,10.0.0.36,751,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597027.2075279,192.168.1.105,50914,->,10.0.0.43,849,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597069.3459244,192.168.1.105,61804,->,10.0.0.43,482,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597092.1998591,192.168.1.105,56769,->,10.0.0.9,713,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597043.277229,192.168.1.105,54912,->,10.0.0.25,61,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597103.9124312,192.168.1.105,55337,->,10.0.0.25,39,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596993.6680138,192.168.1.105,60913,->,10.0.0.37,108,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597105.0453649,192.168.1.105,52701,->,10.0.0.38,866,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596998.5568743,192.168.1.105,58980,->,10.0.0.44,955,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597145.1164436,192.168.1.105,52156,->,10.0.0.17,330,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597104.3008418,192.168.1.105,62960,->,10.0.0.47,12,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597077.5421705,192.168.1.105,57559,->,10.0.0.19,776,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597095.0108893,192.168.1.105,60496,->,10.0.0.23,485,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597104.6097815,192.168.1.105,58053,->,10.0.0.8,537,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597142.6054864,192.168.1.105,54539,->,10.0.0.15,571,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628597157.7802415,192.168.1.105,57196,->,10.0.0.26,47,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
1628596987.9497788,192.168.1.105,62479,->,10.0.0.7,401,tcp,INT,0.001,2,120,120,S,From-Botnet-V42-TCP-Attempt,1
